class,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-color,has-ring,ring-type,habitat,season
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,u
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,n,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,n,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,a
e,f,t,p,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,u
e,x,t,p,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,x,t,e,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,u
e,f,t,e,f,x,c,w,w,f,f,d,a
e,x,t,p,f,x,c,w,w,f,f,d,a
e,f,t,n,f,x,c,w,w,f,f,d,a
e,x,t,e,f,x,c,w,w,f,f,d,u
e,f,t,p,f,x,c,w,w,f,f,d,a
e,f,t,e,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,u
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,a
e,x,e,y,f,x,c,w,w,f,f,d,a
e,x,e,l,f,x,c,w,w,f,f,d,u
e,x,e,y,f,x,c,w,w,f,f,d,a
